ECGTE - Environmental Taxes,ECGTE - Environmental Taxes,ECGTEN - Taxes on Energy (Including Fuel for Transport),ECGTEN - Taxes on Energy (Including Fuel for Transport),ECGTEP - Taxes on Pollution,ECGTEP - Taxes on Pollution,ECGTER - Taxes on Resources,ECGTER - Taxes on Resources,ECGTET - Taxes on Transport (Excluding Fuel for Transport),ECGTET - Taxes on Transport (Excluding Fuel for Transport)
Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP,Domestic Currency,Percent of GDP
1 046 630 000.00,2.2500%,968 200 000.00,2.0800%,0.00,0.0000%,8 690 000.00,0.0200%,69 740 000.00,0.1500%
1 012 750 000.00,2.0600%,930 520 000.00,1.9000%,0.00,0.0000%,6 190 000.00,0.0100%,76 040 000.00,0.1600%
989 040 000.00,1.9100%,904 810 000.00,1.7500%,0.00,0.0000%,5 990 000.00,0.0100%,78 240 000.00,0.1500%
963 470 000.00,1.7800%,871 230 000.00,1.6100%,0.00,0.0000%,14 730 000.00,0.0300%,77 500 000.00,0.1400%
942 630 000.00,1.6800%,852 680 000.00,1.5200%,0.00,0.0000%,13 830 000.00,0.0300%,76 130 000.00,0.1400%
962 590 000.00,1.6600%,876 040 000.00,1.5100%,0.00,0.0000%,10 130 000.00,0.0200%,76 410 000.00,0.1300%
1 038 410 000.00,1.7300%,952 190 000.00,1.5800%,0.00,0.0000%,9 240 000.00,0.0200%,76 980 000.00,0.1300%
1 103 760 000.00,1.7700%,1 015 390 000.00,1.6300%,0.00,0.0000%,10 620 000.00,0.0200%,77 750 000.00,0.1300%
905 020 000.00,1.4000%,821 370 000.00,1.2700%,0.00,0.0000%,5 890 000.00,0.0100%,77 760 000.00,0.1200%
856 700 000.00,1.1900%,770 010 000.00,1.0700%,0.00,0.0000%,8 450 000.00,0.0100%,78 250 000.00,0.1100%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
399 400 000 000.00,1.2024%,399 400 000 000.00,1.2024%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
407 451 000 000.00,1.0826%,407 451 000 000.00,1.0826%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
464 722 000 000.00,1.1318%,464 722 000 000.00,1.1318%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
659 347 000 000.00,1.4369%,659 347 000 000.00,1.4369%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
796 570 000 000.00,1.5608%,796 570 000 000.00,1.5608%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%
nan,nan%,nan,nan%,0.00,0.0000%,0.00,0.0000%,nan,nan%
1 426 090 000.00,0.6400%,280 000.00,0.0000%,1 110 000.00,0.0000%,0.00,0.0000%,1 424 000 000.00,0.6400%
1 599 040 000.00,0.6300%,290 000.00,0.0000%,1 730 000.00,0.0000%,0.00,0.0000%,1 597 000 000.00,0.6300%
1 865 230 000.00,0.6600%,130 000.00,0.0000%,1 880 000.00,0.0000%,0.00,0.0000%,1 863 000 000.00,0.6600%
1 779 780 000.00,0.6300%,340 000.00,0.0000%,1 730 000.00,0.0000%,0.00,0.0000%,1 778 000 000.00,0.6300%
1 828 070 000.00,0.6100%,300 000.00,0.0000%,2 190 000.00,0.0000%,0.00,0.0000%,1 826 000 000.00,0.6100%
1 919 860 000.00,0.5400%,440 000.00,0.0000%,1 980 000.00,0.0000%,0.00,0.0000%,1 918 000 000.00,0.5400%
2 063 330 000.00,0.5900%,330 000.00,0.0000%,2 890 000.00,0.0000%,0.00,0.0000%,2 060 000 000.00,0.5800%
2 156 000 000.00,0.5600%,450 000.00,0.0000%,1 860 000.00,0.0000%,0.00,0.0000%,2 154 000 000.00,0.5600%
2 213 740 000.00,0.5300%,460 000.00,0.0000%,1 870 000.00,0.0000%,0.00,0.0000%,2 211 000 000.00,0.5300%
2 253 300 000.00,0.4800%,440 000.00,0.0000%,1 910 000.00,0.0000%,0.00,0.0000%,2 251 000 000.00,0.4700%
2 164 600 000.00,0.4000%,590 000.00,0.0000%,2 070 000.00,0.0000%,0.00,0.0000%,2 162 000 000.00,0.4000%
1 789 920 000.00,0.3000%,710 000.00,0.0000%,2 420 000.00,0.0000%,0.00,0.0000%,1 787 000 000.00,0.3000%
1 711 260 000.00,0.2600%,450 000.00,0.0000%,2 720 000.00,0.0000%,0.00,0.0000%,1 708 000 000.00,0.2600%
1 818 450 000.00,0.2400%,510 000.00,0.0000%,2 320 000.00,0.0000%,0.00,0.0000%,1 816 000 000.00,0.2400%
1 876 780 000.00,0.2600%,800 000.00,0.0000%,2 440 000.00,0.0000%,0.00,0.0000%,1 873 000 000.00,0.2600%
2 013 070 000.00,0.2500%,970 000.00,0.0000%,2 410 000.00,0.0000%,0.00,0.0000%,2 010 000 000.00,0.2400%
2 193 080 000.00,0.2400%,1 200 000.00,0.0000%,3 620 000.00,0.0000%,0.00,0.0000%,2 189 000 000.00,0.2400%
2 290 650 000.00,0.2400%,700 000.00,0.0000%,3 310 000.00,0.0000%,0.00,0.0000%,2 286 000 000.00,0.2400%
2 412 760 000.00,0.2400%,290 000.00,0.0000%,2 270 000.00,0.0000%,0.00,0.0000%,2 410 000 000.00,0.2400%
2 541 170 000.00,0.2300%,3 660 000.00,0.0000%,2 180 000.00,0.0000%,0.00,0.0000%,2 535 000 000.00,0.2300%
2 637 710 000.00,0.2200%,1 730 000.00,0.0000%,2 890 000.00,0.0000%,0.00,0.0000%,2 633 000 000.00,0.2200%
2 722 200 000.00,0.2200%,1 860 000.00,0.0000%,3 150 000.00,0.0000%,0.00,0.0000%,2 717 000 000.00,0.2200%
2 805 000 000.00,0.2000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,2 805 000 000.00,0.2000%
11 265 920 000.00,0.7800%,1 512 810 000.00,0.1000%,304 690 000.00,0.0200%,0.00,0.0000%,9 448 420 000.00,0.6500%
10 432 050 000.00,0.6900%,1 091 370 000.00,0.0700%,297 660 000.00,0.0200%,0.00,0.0000%,9 043 020 000.00,0.6000%
9 148 520 000.00,0.6500%,634 010 000.00,0.0500%,240 690 000.00,0.0200%,0.00,0.0000%,8 273 820 000.00,0.5800%
nan,nan%,nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
36 630 000.00,0.1500%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,36 630 000.00,0.1500%
41 020 000.00,0.1400%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,41 020 000.00,0.1400%
1 600 000.00,0.0100%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,1 600 000.00,0.0100%
82 480 000.00,0.2500%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,82 480 000.00,0.2500%
384 940 000.00,0.9500%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,384 940 000.00,0.9500%
345 510 000.00,0.7800%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,345 510 000.00,0.7800%
400 820 000.00,0.7900%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,400 820 000.00,0.7900%
484 200 000.00,0.8500%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,484 200 000.00,0.8500%
558 900 000.00,0.8900%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,558 900 000.00,0.8900%
613 960 000.00,0.9100%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,613 960 000.00,0.9100%
790 460 000.00,1.0800%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,790 460 000.00,1.0800%
737 210 000.00,0.9000%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,737 210 000.00,0.9000%
838 530 000.00,0.9700%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,838 530 000.00,0.9700%
386 290 000.00,0.6700%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,386 290 000.00,0.6700%
nan,nan%,0.00,0.0000%,0.00,0.0000%,0.00,0.0000%,nan,nan%
10 877 000 000.00,0.8100%,9 133 000 000.00,0.6800%,0.00,0.0000%,541 000 000.00,0.0400%,1 203 000 000.00,0.0900%
22 470 000 000.00,1.5800%,19 888 000 000.00,1.4000%,0.00,0.0000%,1 014 000 000.00,0.0700%,1 568 000 000.00,0.1100%
36 906 000 000.00,2.3400%,29 245 000 000.00,1.8600%,0.00,0.0000%,6 005 000 000.00,0.3800%,1 656 000 000.00,0.1100%
42 205 000 000.00,2.4500%,33 400 000 000.00,1.9400%,0.00,0.0000%,7 008 000 000.00,0.4100%,1 797 000 000.00,0.1000%
58 785 000 000.00,2.7800%,48 315 000 000.00,2.2800%,0.00,0.0000%,8 262 000 000.00,0.3900%,2 208 000 000.00,0.1000%
44 365 000 000.00,2.1100%,33 694 000 000.00,1.6000%,0.00,0.0000%,8 279 000 000.00,0.3900%,2 392 000 000.00,0.1100%
48 166 000 000.00,1.9000%,28 337 000 000.00,1.1200%,0.00,0.0000%,17 176 000 000.00,0.6800%,2 653 000 000.00,0.1000%
56 635 200 000.00,2.0900%,30 153 770 000.00,1.1100%,0.00,0.0000%,22 708 110 000.00,0.8400%,3 773 320 000.00,0.1400%
54 656 500 000.00,2.0000%,33 733 720 000.00,1.2300%,0.00,0.0000%,17 554 630 000.00,0.6400%,3 368 150 000.00,0.1200%
48 617 000 000.00,1.6900%,30 587 000 000.00,1.0600%,0.00,0.0000%,15 115 000 000.00,0.5300%,2 915 000 000.00,0.1000%
49 549 000 000.00,1.5000%,26 389 000 000.00,0.8000%,0.00,0.0000%,19 733 000 000.00,0.6000%,3 427 000 000.00,0.1000%
53 261 000 000.00,1.4800%,16 589 000 000.00,0.4600%,0.00,0.0000%,33 004 000 000.00,0.9200%,3 668 000 000.00,0.1000%
67 500 000 000.00,1.7300%,36 806 000 000.00,0.9400%,0.00,0.0000%,26 677 000 000.00,0.6800%,4 017 000 000.00,0.1000%
64 189 000 000.00,1.4600%,34 927 000 000.00,0.8000%,0.00,0.0000%,25 253 000 000.00,0.5800%,4 009 000 000.00,0.0900%
66 035 000 000.00,1.3700%,22 999 000 000.00,0.4800%,0.00,0.0000%,39 139 000 000.00,0.8100%,3 897 000 000.00,0.0800%
71 016 000 000.00,1.3400%,25 660 000 000.00,0.4900%,0.00,0.0000%,40 982 000 000.00,0.7800%,4 374 000 000.00,0.0800%
57 964 000 000.00,0.9500%,4 684 000 000.00,0.0800%,0.00,0.0000%,48 376 000 000.00,0.7900%,4 904 000 000.00,0.0800%
95 647 000 000.00,1.5100%,25 232 000 000.00,0.4000%,0.00,0.0000%,65 611 000 000.00,1.0300%,4 804 000 000.00,0.0800%
82 603 000 000.00,1.2600%,22 286 000 000.00,0.3400%,0.00,0.0000%,55 272 000 000.00,0.8500%,5 045 000 000.00,0.0800%
85 253 000 000.00,1.2000%,27 793 000 000.00,0.3900%,0.00,0.0000%,51 881 000 000.00,0.7300%,5 579 000 000.00,0.0800%
154 917 000 000.00,2.0000%,93 264 000 000.00,1.2000%,0.00,0.0000%,55 496 000 000.00,0.7200%,6 157 000 000.00,0.0800%
168 717 000 000.00,2.0300%,100 648 000 000.00,1.2100%,0.00,0.0000%,59 893 000 000.00,0.7200%,8 176 000 000.00,0.1000%
163 170 000 000.00,1.8300%,87 789 000 000.00,0.9800%,0.00,0.0000%,68 102 000 000.00,0.7600%,7 279 000 000.00,0.0800%
117 344 510 000.00,1.2400%,48 611 450 000.00,0.5100%,0.00,0.0000%,61 132 440 000.00,0.6500%,7 600 610 000.00,0.0800%
149 618 230 000.00,1.4800%,43 625 720 000.00,0.4300%,0.00,0.0000%,98 899 740 000.00,0.9800%,7 092 780 000.00,0.0700%
144 343 990 000.00,1.4400%,55 355 560 000.00,0.5500%,0.00,0.0000%,82 696 760 000.00,0.8200%,6 291 670 000.00,0.0600%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
94 160 000.00,3.0800%,25 190 000.00,0.8200%,0.00,0.0000%,0.00,0.0000%,68 970 000.00,2.2500%
94 250 000.00,2.9400%,25 200 000.00,0.7900%,0.00,0.0000%,0.00,0.0000%,69 050 000.00,2.1500%
115 010 000.00,3.3700%,41 240 000.00,1.2100%,0.00,0.0000%,0.00,0.0000%,73 770 000.00,2.1600%
135 330 000.00,3.7300%,54 970 000.00,1.5200%,0.00,0.0000%,0.00,0.0000%,80 370 000.00,2.2100%
147 430 000.00,3.8500%,57 880 000.00,1.5100%,0.00,0.0000%,0.00,0.0000%,89 550 000.00,2.3400%
146 270 000.00,3.5200%,55 140 000.00,1.3300%,0.00,0.0000%,0.00,0.0000%,91 130 000.00,2.1900%
148 420 000.00,3.4600%,61 930 000.00,1.4500%,0.00,0.0000%,0.00,0.0000%,86 490 000.00,2.0200%
143 810 000.00,3.1900%,58 530 000.00,1.3000%,0.00,0.0000%,0.00,0.0000%,85 280 000.00,1.8900%
149 720 000.00,3.1300%,55 870 000.00,1.1700%,0.00,0.0000%,0.00,0.0000%,93 850 000.00,1.9600%
137 480 000.00,2.8100%,56 300 000.00,1.1500%,860 000.00,0.0200%,0.00,0.0000%,80 310 000.00,1.6400%
158 010 000.00,3.0600%,62 290 000.00,1.2100%,10 360 000.00,0.2000%,0.00,0.0000%,85 360 000.00,1.6500%
171 640 000.00,3.1800%,66 900 000.00,1.2400%,11 870 000.00,0.2200%,0.00,0.0000%,92 870 000.00,1.7200%
203 260 000.00,3.5100%,97 580 000.00,1.6900%,14 360 000.00,0.2500%,0.00,0.0000%,91 320 000.00,1.5800%
199 880 000.00,3.2200%,86 220 000.00,1.3900%,17 060 000.00,0.2800%,0.00,0.0000%,96 590 000.00,1.5600%
193 940 000.00,3.1000%,86 620 000.00,1.3800%,12 900 000.00,0.2100%,0.00,0.0000%,94 430 000.00,1.5100%
190 620 000.00,2.8000%,92 720 000.00,1.3600%,10 450 000.00,0.1500%,0.00,0.0000%,87 460 000.00,1.2800%
211 270 000.00,3.0500%,107 350 000.00,1.5500%,10 940 000.00,0.1600%,0.00,0.0000%,92 990 000.00,1.3400%
205 490 000.00,2.7900%,108 440 000.00,1.4700%,9 870 000.00,0.1300%,0.00,0.0000%,87 180 000.00,1.1800%
205 670 000.00,2.5900%,107 560 000.00,1.3500%,12 080 000.00,0.1500%,0.00,0.0000%,86 040 000.00,1.0800%
239 230 000.00,2.7300%,128 070 000.00,1.4600%,16 530 000.00,0.1900%,0.00,0.0000%,94 630 000.00,1.0800%
268 910 000.00,2.6900%,138 240 000.00,1.3800%,20 980 000.00,0.2100%,1 100 000.00,0.0100%,108 590 000.00,1.0900%
276 690 000.00,2.6300%,144 570 000.00,1.3700%,17 790 000.00,0.1700%,1 470 000.00,0.0100%,112 860 000.00,1.0700%
303 050 000.00,2.5400%,154 050 000.00,1.2900%,24 290 000.00,0.2000%,1 060 000.00,0.0100%,123 650 000.00,1.0400%
321 750 000.00,2.4800%,161 740 000.00,1.2500%,26 940 000.00,0.2100%,2 330 000.00,0.0200%,130 730 000.00,1.0100%
345 680 000.00,2.4600%,176 480 000.00,1.2600%,30 520 000.00,0.2200%,2 140 000.00,0.0200%,136 540 000.00,0.9700%
296 750 000.00,2.2700%,143 330 000.00,1.1000%,30 960 000.00,0.2400%,70 000.00,0.0000%,122 390 000.00,0.9400%
289 280 000.00,1.9700%,150 170 000.00,1.0200%,30 070 000.00,0.2100%,70 000.00,0.0000%,108 970 000.00,0.7400%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
970 090 000.00,0.8600%,295 130 000.00,0.2600%,0.00,0.0000%,572 920 000.00,0.5100%,102 040 000.00,0.0900%
1 224 880 000.00,0.9900%,429 530 000.00,0.3500%,0.00,0.0000%,667 350 000.00,0.5400%,128 000 000.00,0.1000%
1 019 060 000.00,0.8200%,497 760 000.00,0.4000%,0.00,0.0000%,371 640 000.00,0.3000%,149 650 000.00,0.1200%
1 328 520 000.00,0.8600%,493 740 000.00,0.3200%,0.00,0.0000%,626 580 000.00,0.4000%,208 200 000.00,0.1300%
2 199 110 000.00,1.1600%,567 200 000.00,0.3000%,0.00,0.0000%,1 404 700 000.00,0.7400%,227 210 000.00,0.1200%
2 517 420 000.00,1.2600%,647 900 000.00,0.3300%,0.00,0.0000%,1 569 520 000.00,0.7900%,300 000 000.00,0.1500%
1 080 600 000.00,0.5000%,654 070 000.00,0.3000%,0.00,0.0000%,154 530 000.00,0.0700%,272 000 000.00,0.1300%
1 216 650 000.00,0.6100%,663 860 000.00,0.3300%,0.00,0.0000%,256 800 000.00,0.1300%,296 000 000.00,0.1500%
1 400 720 000.00,0.7000%,1 041 720 000.00,0.5200%,0.00,0.0000%,62 000 000.00,0.0300%,297 000 000.00,0.1500%
2 657 060 000.00,1.1800%,1 652 840 000.00,0.7300%,0.00,0.0000%,693 210 000.00,0.3100%,311 000 000.00,0.1400%
3 054 960 000.00,1.2500%,1 734 630 000.00,0.7100%,0.00,0.0000%,1 008 640 000.00,0.4100%,311 700 000.00,0.1300%
3 741 770 000.00,1.4000%,2 276 750 000.00,0.8500%,0.00,0.0000%,1 157 220 000.00,0.4300%,307 800 000.00,0.1200%
3 746 740 000.00,1.2700%,2 368 680 000.00,0.8000%,0.00,0.0000%,1 071 070 000.00,0.3600%,306 990 000.00,0.1000%
2 998 040 000.00,0.9600%,2 102 700 000.00,0.6700%,0.00,0.0000%,658 240 000.00,0.2100%,237 110 000.00,0.0800%
nan,nan%,nan,nan%,0.00,0.0000%,nan,nan%,nan,nan%
1 285 450 000.00,0.6700%,0.00,0.0000%,132 080 000.00,0.0700%,37 790 000.00,0.0200%,1 115 580 000.00,0.5800%
1 710 350 000.00,0.7700%,0.00,0.0000%,143 350 000.00,0.0600%,35 530 000.00,0.0200%,1 531 470 000.00,0.6900%
5 369 660 000.00,2.1000%,1 939 200 000.00,0.7600%,260 360 000.00,0.1000%,130 250 000.00,0.0500%,3 039 840 000.00,1.1900%
6 001 360 000.00,2.1100%,1 962 120 000.00,0.6900%,321 540 000.00,0.1100%,73 190 000.00,0.0300%,3 644 510 000.00,1.2800%
6 881 730 000.00,2.3600%,2 212 500 000.00,0.7600%,283 260 000.00,0.1000%,128 380 000.00,0.0400%,4 257 580 000.00,1.4600%
7 211 170 000.00,2.3400%,2 420 680 000.00,0.7900%,300 580 000.00,0.1000%,89 890 000.00,0.0300%,4 400 020 000.00,1.4300%
8 457 030 000.00,2.5600%,3 017 950 000.00,0.9100%,506 870 000.00,0.1500%,223 910 000.00,0.0700%,4 708 310 000.00,1.4200%
9 240 200 000.00,2.6400%,3 098 560 000.00,0.8800%,399 380 000.00,0.1100%,92 330 000.00,0.0300%,5 649 930 000.00,1.6100%
9 119 120 000.00,2.4200%,3 068 520 000.00,0.8100%,354 070 000.00,0.0900%,159 970 000.00,0.0400%,5 536 550 000.00,1.4700%
10 351 260 000.00,2.5900%,3 219 220 000.00,0.8000%,407 060 000.00,0.1000%,571 530 000.00,0.1400%,6 153 460 000.00,1.5400%
10 446 130 000.00,2.4800%,3 291 730 000.00,0.7800%,644 570 000.00,0.1500%,227 810 000.00,0.0500%,6 282 030 000.00,1.4900%
10 802 220 000.00,2.4100%,3 438 210 000.00,0.7700%,639 770 000.00,0.1400%,216 350 000.00,0.0500%,6 507 890 000.00,1.4500%
11 930 090 000.00,2.5200%,3 642 470 000.00,0.7700%,626 380 000.00,0.1300%,85 390 000.00,0.0200%,7 575 860 000.00,1.6000%
13 841 560 000.00,2.7700%,5 140 860 000.00,1.0300%,655 840 000.00,0.1300%,127 460 000.00,0.0300%,7 917 400 000.00,1.5800%
15 194 140 000.00,2.9700%,5 700 040 000.00,1.1100%,698 770 000.00,0.1400%,300 250 000.00,0.0600%,8 495 080 000.00,1.6600%
11 837 450 000.00,2.6400%,3 938 420 000.00,0.8800%,621 920 000.00,0.1400%,130 600 000.00,0.0300%,7 146 510 000.00,1.5900%
21 637 000 000.00,0.9400%,17 329 000 000.00,0.7500%,101 000 000.00,0.0000%,0.00,0.0000%,4 207 000 000.00,0.1800%
26 259 400 000.00,0.8400%,20 412 000 000.00,0.6500%,134 000 000.00,0.0000%,80 400 000.00,0.0000%,5 633 000 000.00,0.1800%
41 753 000 000.00,1.0500%,34 384 000 000.00,0.8700%,91 000 000.00,0.0000%,33 000 000.00,0.0000%,7 245 000 000.00,0.1800%
71 244 000 000.00,1.4800%,61 621 000 000.00,1.2800%,51 000 000.00,0.0000%,33 000 000.00,0.0000%,9 539 000 000.00,0.2000%
99 354 000 000.00,1.7300%,87 461 000 000.00,1.5200%,33 000 000.00,0.0000%,41 000 000.00,0.0000%,11 819 000 000.00,0.2100%
80 307 050 000.00,1.2000%,66 211 000 000.00,0.9900%,29 000 000.00,0.0000%,269 200 000.00,0.0000%,13 797 850 000.00,0.2100%
103 554 180 000.00,1.4700%,87 189 000 000.00,1.2300%,65 000 000.00,0.0000%,291 000 000.00,0.0000%,16 009 180 000.00,0.2300%
129 803 070 000.00,1.7400%,112 221 000 000.00,1.5100%,52 000 000.00,0.0000%,259 000 000.00,0.0000%,17 271 060 000.00,0.2300%
105 663 410 000.00,1.3400%,87 579 000 000.00,1.1100%,63 000 000.00,0.0000%,318 000 000.00,0.0000%,17 703 410 000.00,0.2300%
72 768 910 000.00,0.8200%,53 334 000 000.00,0.6000%,65 000 000.00,0.0000%,380 700 000.00,0.0000%,18 989 210 000.00,0.2200%
36 919 550 000.00,0.3900%,15 186 000 000.00,0.1600%,51 000 000.00,0.0000%,429 400 000.00,0.0000%,21 253 150 000.00,0.2200%
-17 321 800 000.00,-0.1600%,-42 218 000 000.00,-0.4000%,49 000 000.00,0.0000%,417 400 000.00,0.0000%,24 429 800 000.00,0.2300%
-21 311 360 000.00,-0.1800%,-48 324 000 000.00,-0.4200%,57 000 000.00,0.0000%,512 810 000.00,0.0000%,26 442 820 000.00,0.2300%
-189 002 240 000.00,-1.5300%,-217 609 000 000.00,-1.7600%,53 000 000.00,0.0000%,1 679 100 000.00,0.0100%,26 874 660 000.00,0.2200%
30 863 430 000.00,0.2500%,3 203 000 000.00,0.0300%,176 000 000.00,0.0000%,1 851 270 000.00,0.0200%,25 633 160 000.00,0.2100%
-27 644 630 000.00,-0.2100%,-56 153 000 000.00,-0.4200%,222 000 000.00,0.0000%,2 015 970 000.00,0.0200%,26 270 400 000.00,0.2000%
-114 954 350 000.00,-0.7800%,-145 679 100 000.00,-0.9900%,255 000 000.00,0.0000%,2 908 590 000.00,0.0200%,27 561 160 000.00,0.1900%
-176 782 660 000.00,-1.1200%,-203 084 300 000.00,-1.2800%,300 000 000.00,0.0000%,3 298 090 000.00,0.0200%,22 703 560 000.00,0.1400%
-55 885 670 000.00,-0.3400%,-85 996 200 000.00,-0.5300%,390 000 000.00,0.0000%,3 937 550 000.00,0.0200%,25 782 980 000.00,0.1600%
17 427 730 000.00,0.1000%,-12 846 800 000.00,-0.0700%,1 008 600 000.00,0.0100%,2 101 740 000.00,0.0100%,27 164 200 000.00,0.1600%
254 228 520 000.00,1.3700%,220 091 100 000.00,1.1900%,1 760 900 000.00,0.0100%,4 813 140 000.00,0.0300%,27 563 380 000.00,0.1500%
314 198 840 000.00,1.5600%,277 263 900 000.00,1.3800%,2 016 200 000.00,0.0100%,5 165 620 000.00,0.0300%,29 753 120 000.00,0.1500%
256 252 620 000.00,1.1700%,216 499 000 000.00,0.9900%,2 264 000 000.00,0.0100%,6 702 480 000.00,0.0300%,30 787 140 000.00,0.1400%
225 956 510 000.00,0.9600%,187 666 000 000.00,0.8000%,2 421 000 000.00,0.0100%,7 555 280 000.00,0.0300%,28 314 230 000.00,0.1200%
334 952 320 000.00,1.3700%,297 478 900 000.00,1.2200%,2 669 000 000.00,0.0100%,7 037 050 000.00,0.0300%,27 767 370 000.00,0.1100%
333 500 930 000.00,1.4200%,299 597 000 000.00,1.2800%,3 159 000 000.00,0.0100%,6 243 600 000.00,0.0300%,24 501 330 000.00,0.1100%
253 271 790 000.00,0.9800%,222 894 600 000.00,0.8600%,3 193 000 000.00,0.0100%,9 978 220 000.00,0.0400%,17 205 970 000.00,0.0700%
